Catalog;HIP;RAhms;DEdms;RAdeg;DEdeg;
H;5300;01 07 47.83;-41 29 13.0;016.94927201;-41.48693516;
H;5301;01 07 48.55;-08 14 01.5;016.95228938;-08.23375136;
H;5302;01 07 48.66;-55 58 11.2;016.95274959;-55.96977045;
H;5303;01 07 49.57;+46 50 31.6;016.95656160;+46.84212334;
H;5304;01 07 51.63;+15 51 47.9;016.96512565;+15.86331741;
H;5305;01 07 53.91;-45 18 49.9;016.97461895;-45.31386667;
H;5306;01 07 54.01;-53 50 44.2;016.97502441;-53.84561792;
H;5307;01 07 54.24;+62 20 07.2;016.97599777;+62.33534046;
H;5308;01 07 54.67;-45 28 59.5;016.97779978;-45.48320141;
H;5309;01 07 56.37;+17 24 44.4;016.98489016;+17.41233277;
H;5310;01 07 57.11;+20 44 21.6;016.98795829;+20.73932115;
H;5311;01 07 57.60;-37 53 53.5;016.99001318;-37.89820801;
H;5312;01 07 58.20;+52 38 33.0;016.99248339;+52.64250631;
H;5314;01 07 58.80;-40 34 20.7;016.99498801;-40.57242041;
H;5313;01 07 58.80;+39 15 09.1;016.99501278;+39.25253121;
H;5315;01 07 59.58;+01 59 38.7;016.99825172;+01.99409389;
H;5316;01 08 00.56;+60 33 06.1;017.00235032;+60.55170248;
H;5317;01 08 00.72;+43 56 32.1;017.00299391;+43.94224107;
H;5318;01 08 00.73;-47 33 24.9;017.00302161;-47.55690734;
H;5319;01 08 01.20;+32 00 43.9;017.00501793;+32.01219214;
H;5320;01 08 01.57;-44 48 29.8;017.00653646;-44.80828998;
H;5321;01 08 03.82;-61 52 17.7;017.01591273;-61.87158411;
H;5322;01 08 03.95;-52 42 51.6;017.01644873;-52.71432451;
H;5323;01 08 04.52;-21 36 58.3;017.01882159;-21.61619791;
H;5324;01 08 04.58;+53 17 09.6;017.01906310;+53.28600230;
H;5325;01 08 05.95;+42 50 52.5;017.02479964;+42.84792794;
H;5326;01 08 09.44;-07 24 41.9;017.03933829;-07.41163688;
H;5327;01 08 10.55;+44 47 46.0;017.04397293;+44.79611256;
H;5328;01 08 10.62;-12 10 05.1;017.04425060;-12.16808167;
H;5329;01 08 10.81;-16 33 30.4;017.04503019;-16.55845499;
H;5330;01 08 11.12;+67 18 06.6;017.04632230;+67.30182050;
H;5331;01 08 11.12;-13 15 17.8;017.04633102;-13.25494505;
H;5332;01 08 11.68;+15 07 33.3;017.04865689;+15.12592645;
H;5334;01 08 11.73;-38 16 47.5;017.04887568;-38.27984831;
H;5333;01 08 11.74;+55 09 21.0;017.04889653;+55.15584278;
H;5335;01 08 12.23;+21 58 37.6;017.05096881;+21.97712274;
H;5336;01 08 12.92;+54 55 27.2;017.05383776;+54.92422766;
H;5337;01 08 13.43;-64 18 35.5;017.05595976;-64.30985215;
H;5338;01 08 14.45;-03 00 30.3;017.06021493;-03.00841171;
H;5339;01 08 15.37;+28 52 05.4;017.06403620;+28.86815555;
H;5340;01 08 16.73;+67 29 00.2;017.06969144;+67.48337626;
H;5341;01 08 17.37;+60 08 10.4;017.07237664;+60.13622638;
H;5342;01 08 18.02;-34 00 32.2;017.07507801;-34.00893866;
H;5343;01 08 18.80;+30 25 46.5;017.07831461;+30.42958737;
H;5344;01 08 21.84;+09 54 29.5;017.09099608;+09.90820086;
H;5345;01 08 22.18;+25 54 29.5;017.09243007;+25.90819286;
H;5346;01 08 22.34;+05 39 00.8;017.09309979;+05.65022130;
H;5347;01 08 22.59;+54 13 53.0;017.09412519;+54.23138755;
H;5348;01 08 23.06;-55 14 45.0;017.09608370;-55.24583235;
H;5349;01 08 23.60;+48 35 47.5;017.09833659;+48.59651577;
H;5351;01 08 24.15;-32 25 32.6;017.10063557;-32.42572456;
H;5350;01 08 24.19;+10 51 29.9;017.10079824;+10.85831660;
H;5352;01 08 24.86;-15 10 41.2;017.10356854;-15.17810799;
H;5354;01 08 25.67;-19 10 01.1;017.10695428;-19.16696170;
H;5353;01 08 25.80;+63 30 57.2;017.10751906;+63.51587592;
H;5355;01 08 26.78;-32 43 11.6;017.11158161;-32.71990145;
H;5356;01 08 26.82;-06 10 30.3;017.11175119;-06.17509386;
H;5357;01 08 28.98;+17 39 13.9;017.12072923;+17.65385263;
H;5358;01 08 30.42;+42 16 25.5;017.12674647;+42.27374838;
H;5359;01 08 31.06;+10 53 33.0;017.12939717;+10.89250305;
H;5360;01 08 32.06;-02 03 35.7;017.13358347;-02.05990467;
H;5361;01 08 33.45;+58 15 48.5;017.13936547;+58.26347937;
H;5362;01 08 33.77;+15 47 25.0;017.14070459;+15.79026858;
H;5363;01 08 33.82;-46 40 04.9;017.14090677;-46.66803915;
H;5364;01 08 35.26;-10 10 54.9;017.14693197;-10.18192800;
H;5365;01 08 37.33;-26 53 09.7;017.15554558;-26.88602157;
H;5366;01 08 38.14;-59 32 39.5;017.15892295;-59.54429482;
H;5367;01 08 38.57;-71 50 07.1;017.16071637;-71.83531899;
H;5368;01 08 38.90;-17 03 49.1;017.16207228;-17.06362783;
H;5369;01 08 40.40;+17 14 38.5;017.16831270;+17.24402032;
H;5370;01 08 40.86;+70 40 53.7;017.17025836;+70.68156999;
H;5371;01 08 41.23;-34 18 49.2;017.17177998;-34.31366133;
H;5372;01 08 44.16;+86 15 25.6;017.18399735;+86.25711803;
H;5373;01 08 45.67;-25 51 40.3;017.19028697;-25.86120192;
H;5374;01 08 46.16;-60 37 12.7;017.19232020;-60.62019275;
H;5375;01 08 46.55;+38 26 07.5;017.19393932;+38.43542051;
H;5376;01 08 46.66;+37 10 49.6;017.19442926;+37.18043344;
H;5377;01 08 46.90;+47 02 36.0;017.19540327;+47.04333514;
H;5378;01 08 47.94;-53 56 24.9;017.19975380;-53.94024089;
H;5379;01 08 48.67;+30 24 28.7;017.20280868;+30.40798387;
H;5380;01 08 49.83;-48 46 02.1;017.20763074;-48.76725538;
H;5381;01 08 50.06;-59 38 14.0;017.20859384;-59.63721426;
H;5382;01 08 51.37;+07 31 33.8;017.21402135;+07.52606700;
H;5383;01 08 51.78;-29 37 20.7;017.21576657;-29.62242151;
H;5384;01 08 53.07;-04 43 20.9;017.22110876;-04.72246098;
H;5385;01 08 53.15;+45 12 26.9;017.22145461;+45.20747613;
H;5386;01 08 55.67;-69 33 59.0;017.23193794;-69.56638187;
H;5387;01 08 55.85;+09 43 50.0;017.23269935;+09.73055089;
H;5388;01 08 57.01;+45 56 33.5;017.23753223;+45.94264705;
H;5389;01 08 57.81;-30 55 44.5;017.24086217;-30.92902482;
H;5390;01 08 59.50;-19 22 24.6;017.24789697;-19.37350567;
H;5391;01 09 00.10;+61 28 14.9;017.25041722;+61.47079468;
H;5392;01 09 00.68;-42 38 38.2;017.25283286;-42.64395334;
H;5393;01 09 01.13;-12 05 34.6;017.25470216;-12.09294872;
H;5394;01 09 02.05;-55 35 28.2;017.25852764;-55.59117282;
H;5395;01 09 02.40;-42 24 06.5;017.25999785;-42.40181366;
H;5396;01 09 02.54;-10 06 01.4;017.26060305;-10.10040181;
H;5397;01 09 03.95;-72 32 17.6;017.26646785;-72.53822788;
H;5398;01 09 05.36;-66 52 49.2;017.27233789;-66.88033843;
H;5399;01 09 05.75;-33 36 30.1;017.27394017;-33.60836341;
H;5400;01 09 05.77;-43 00 05.0;017.27402811;-43.00139320;
H;5401;01 09 07.50;-50 50 09.3;017.28125501;-50.83592724;
H;5402;01 09 08.43;-36 08 35.6;017.28512537;-36.14322337;
H;5403;01 09 09.11;-23 24 09.1;017.28796203;-23.40251700;
H;5404;01 09 10.37;+40 24 24.6;017.29321022;+40.40683518;
H;5405;01 09 10.40;-02 53 08.6;017.29331536;-02.88573328;
H;5406;01 09 11.11;+08 17 46.4;017.29630107;+08.29623059;
H;5407;01 09 11.14;+12 41 34.8;017.29643470;+12.69300816;
H;5408;01 09 11.67;+13 20 29.5;017.29861054;+13.34153634;
H;5409;01 09 12.23;+02 46 25.5;017.30096627;+02.77375531;
H;5412;01 09 12.29;+80 00 42.0;017.30122060;+80.01167654;
H;5410;01 09 12.31;-24 41 21.1;017.30128688;-24.68920246;
H;5411;01 09 12.31;-47 07 50.9;017.30130439;-47.13080794;
H;5413;01 09 12.57;+02 33 06.4;017.30236778;+02.55176468;
H;5414;01 09 13.07;+69 41 11.5;017.30446371;+69.68652608;
H;5415;01 09 13.27;-33 12 50.1;017.30528174;-33.21392393;
H;5416;01 09 13.43;+33 56 29.6;017.30596938;+33.94155069;
H;5417;01 09 14.78;+12 01 44.2;017.31158245;+12.02894169;
H;5418;01 09 15.07;-69 09 17.1;017.31277465;-69.15474118;
H;5419;01 09 15.22;+58 24 47.8;017.31341655;+58.41328215;
H;5420;01 09 16.13;+52 36 10.5;017.31720389;+52.60292982;
H;5421;01 09 16.58;+50 42 46.3;017.31908034;+50.71284726;
H;5422;01 09 16.78;+10 49 37.3;017.31989836;+10.82701472;
H;5423;01 09 16.93;-54 38 56.2;017.32052694;-54.64894113;
H;5424;01 09 17.04;-18 05 57.3;017.32100863;-18.09925537;
H;5426;01 09 17.26;-04 58 42.8;017.32192899;-04.97856789;
H;5425;01 09 17.28;+34 48 21.3;017.32198100;+34.80593036;
H;5427;01 09 17.32;+24 27 31.3;017.32217079;+24.45868681;
H;5428;01 09 22.09;-56 35 42.4;017.34204925;-56.59511763;
H;5429;01 09 22.77;+18 56 27.8;017.34487723;+18.94104633;
H;5430;01 09 22.90;+22 54 34.6;017.34541134;+22.90962363;
H;5431;01 09 24.07;+22 34 39.2;017.35030488;+22.57754758;
H;5432;01 09 27.26;+05 26 39.3;017.36356688;+05.44424699;
H;5433;01 09 29.24;-50 24 13.2;017.37182293;-50.40366290;
H;5434;01 09 30.12;+47 14 30.6;017.37550908;+47.24182410;
H;5435;01 09 32.12;-19 23 30.1;017.38381620;-19.39169586;
H;5436;01 09 33.38;+51 34 37.8;017.38906790;+51.57715985;
H;5437;01 09 33.97;-40 08 32.1;017.39155485;-40.14225548;
H;5438;01 09 34.15;-46 15 56.1;017.39228243;-46.26557954;
H;5439;01 09 34.28;-58 17 52.4;017.39284887;-58.29788553;
H;5440;01 09 35.02;+57 21 00.3;017.39592874;+57.35008196;
H;5441;01 09 35.27;+39 46 52.1;017.39694344;+39.78114016;
H;5442;01 09 36.02;-11 40 42.8;017.40006557;-11.67854603;
H;5443;01 09 38.92;-07 10 46.0;017.41214932;-07.17945503;
H;5444;01 09 39.14;+23 47 39.4;017.41310182;+23.79428895;
H;5445;01 09 42.30;+61 32 49.5;017.42622961;+61.54708884;
H;5446;01 09 43.59;-22 21 00.5;017.43164448;-22.35012757;
H;5447;01 09 43.80;+35 37 15.0;017.43248991;+35.62083048;
H;5448;01 09 44.97;+01 13 31.2;017.43739181;+01.22531996;
H;5449;01 09 45.21;+38 49 40.3;017.43835787;+38.82787212;
H;5450;01 09 45.29;+38 07 28.4;017.43870313;+38.12455956;
H;5451;01 09 45.40;+52 51 16.0;017.43917434;+52.85444690;
H;5452;01 09 45.76;-20 12 59.8;017.44066910;-20.21661093;
H;5453;01 09 47.51;+34 36 41.7;017.44795597;+34.61158768;
H;5454;01 09 49.20;+19 39 30.2;017.45502008;+19.65838540;
H;5455;01 09 49.33;-56 21 21.8;017.45552793;-56.35605647;
H;5456;01 09 50.30;-28 46 14.8;017.45958065;-28.77078565;
H;5457;01 09 51.83;+49 03 14.0;017.46593922;+49.05389532;
H;5458;01 09 52.24;+54 44 20.0;017.46768151;+54.73887930;
H;5459;01 09 52.68;+24 16 46.2;017.46948813;+24.27950257;
H;5460;01 09 52.98;-12 28 35.5;017.47073440;-12.47652191;
H;5461;01 09 54.00;-39 10 05.3;017.47499788;-39.16815221;
H;5462;01 09 56.61;-64 21 33.2;017.48587624;-64.35923278;
H;5463;01 09 56.62;-58 48 28.0;017.48592621;-58.80777786;
H;5464;01 09 56.73;-14 15 12.2;017.48638598;-14.25337956;
H;5465;01 09 56.89;+33 52 53.1;017.48702130;+33.88142650;
H;5466;01 09 57.26;+45 44 50.3;017.48856431;+45.74730707;
H;5467;01 09 59.62;-25 25 58.8;017.49842693;-25.43298791;
H;5468;01 10 00.67;+52 01 59.8;017.50278431;+52.03327354;
H;5469;01 10 01.03;+28 42 08.3;017.50428733;+28.70231663;
H;5470;01 10 02.61;+30 58 18.9;017.51085456;+30.97191623;
H;5471;01 10 03.17;-14 01 32.1;017.51321585;-14.02559160;
H;5472;01 10 03.31;-26 11 37.4;017.51378234;-26.19371963;
H;5473;01 10 04.36;+19 50 16.5;017.51815693;+19.83790352;
H;5474;01 10 05.92;-01 35 55.8;017.52465745;-01.59883915;
H;5475;01 10 06.89;-14 25 13.6;017.52870276;-14.42043560;
H;5476;01 10 07.25;+51 44 33.9;017.53022195;+51.74273628;
H;5477;01 10 07.38;-57 41 38.9;017.53073683;-57.69413983;
H;5478;01 10 07.40;-36 32 39.7;017.53084893;-36.54436113;
H;5480;01 10 07.56;+51 44 48.2;017.53149101;+51.74671290;
H;5479;01 10 07.65;-77 12 23.4;017.53187918;-77.20650911;
H;5481;01 10 08.09;-44 04 36.4;017.53372110;-44.07678584;
H;5482;01 10 10.10;+61 48 29.5;017.54209712;+61.80818665;
H;5483;01 10 11.43;+15 40 26.3;017.54762035;+15.67397125;
H;5484;01 10 11.69;+45 59 07.6;017.54869150;+45.98543796;
H;5485;01 10 11.96;-08 54 21.7;017.54982773;-08.90603998;
H;5486;01 10 13.12;+40 56 07.2;017.55465494;+40.93533378;
H;5487;01 10 15.41;-34 30 10.6;017.56422781;-34.50295196;
H;5488;01 10 15.62;-56 51 46.1;017.56509640;-56.86280594;
H;5489;01 10 15.94;-10 21 11.5;017.56642317;-10.35320792;
H;5490;01 10 16.83;-40 37 22.2;017.57014071;-40.62284209;
H;5491;01 10 17.66;-35 02 36.6;017.57358418;-35.04349872;
H;5492;01 10 18.16;+44 30 55.3;017.57567756;+44.51535731;
H;5493;01 10 18.85;+42 04 53.7;017.57852966;+42.08157668;
H;5494;01 10 19.45;+25 27 28.9;017.58103932;+25.45803989;
H;5495;01 10 21.05;+77 56 44.7;017.58770277;+77.94575695;
H;5496;01 10 22.31;-67 26 46.8;017.59293817;-67.44634604;
H;5497;01 10 22.92;+53 43 59.4;017.59549531;+53.73316519;
H;5498;01 10 23.30;-16 18 24.3;017.59706275;-16.30674710;
H;5499;01 10 24.30;-27 20 58.4;017.60122942;-27.34954296;
H;5500;01 10 25.24;+18 10 37.3;017.60515448;+18.17702942;
H;5501;01 10 26.55;+59 36 01.6;017.61063394;+59.60043922;
H;5502;01 10 29.82;+42 57 11.8;;;
H;5503;01 10 29.97;-52 49 08.8;017.62487952;-52.81912446;
H;5504;01 10 30.58;-06 05 04.6;017.62740189;-06.08462407;
H;5505;01 10 31.18;-42 57 04.2;017.62990306;-42.95117015;
H;5506;01 10 32.23;+64 10 28.7;017.63427945;+64.17464321;
H;5507;01 10 32.38;-49 42 50.9;017.63492251;-49.71413249;
H;5508;01 10 32.47;+52 07 45.3;017.63529166;+52.12923848;
H;5509;01 10 32.74;-27 46 42.9;017.63640128;-27.77857076;
H;5510;01 10 33.56;+02 26 44.6;017.63982219;+02.44570842;
H;5512;01 10 34.31;+51 00 47.8;017.64295695;+51.01328800;
H;5511;01 10 34.35;+06 45 02.3;017.64314001;+06.75063710;
H;5513;01 10 35.26;+11 08 50.8;017.64691520;+11.14743201;
H;5514;01 10 35.63;-65 55 18.3;017.64846759;-65.92173995;
H;5515;01 10 35.75;+43 46 31.3;017.64895626;+43.77536002;
H;5516;01 10 37.89;-42 24 00.9;017.65787916;-42.40025096;
H;5517;01 10 38.43;+73 07 17.2;017.66010669;+73.12144061;
H;5518;01 10 39.27;+68 46 43.3;017.66360631;+68.77868759;
H;5519;01 10 40.47;-49 37 33.7;017.66863644;-49.62601534;
H;5520;01 10 41.54;+04 31 11.9;017.67306901;+04.51997761;
H;5521;01 10 42.03;+42 55 56.3;017.67511529;+42.93231721;
H;5522;01 10 42.56;+26 57 05.2;017.67733434;+26.95145118;
H;5523;01 10 42.63;+59 34 13.3;017.67763655;+59.57036230;
H;5524;01 10 43.03;-04 50 31.9;017.67930599;-04.84219494;
H;5525;01 10 43.16;+23 27 58.3;017.67982534;+23.46620172;
H;5526;01 10 43.31;+27 52 04.6;017.68046110;+27.86794763;
H;5527;01 10 44.53;+10 59 59.0;017.68555976;+10.99971873;
H;5528;01 10 45.74;-12 01 39.9;017.69058456;-12.02773718;
H;5529;01 10 47.06;-66 11 16.3;017.69608830;-66.18786313;
H;5530;01 10 47.17;-21 25 10.6;017.69654166;-21.41962336;
H;5531;01 10 50.36;+67 46 48.1;017.70982927;+67.78003781;
H;5532;01 10 50.48;-24 35 47.3;017.71033132;-24.59647032;
H;5533;01 10 52.25;+49 09 51.8;017.71771118;+49.16438722;
H;5534;01 10 54.23;+09 33 48.0;017.72594414;+09.56332494;
H;5535;01 10 58.29;+28 01 12.8;017.74286835;+28.02022698;
H;5536;01 10 58.72;+56 46 27.9;017.74464905;+56.77441961;
H;5537;01 10 58.96;+18 23 31.8;017.74565792;+18.39215453;
H;5538;01 11 01.14;-11 23 00.8;017.75476787;-11.38355106;
H;5539;01 11 01.67;-18 48 17.6;017.75694356;-18.80488171;
H;5540;01 11 02.49;-15 42 13.3;017.76036427;-15.70370174;
H;5541;01 11 04.16;+16 46 38.2;017.76735059;+16.77726670;
H;5542;01 11 05.93;+55 08 59.8;017.77471116;+55.14994765;
H;5543;01 11 06.52;+32 31 04.1;017.77716733;+32.51781516;
H;5544;01 11 06.77;+31 25 29.2;017.77822190;+31.42476555;
H;5545;01 11 07.75;-47 33 43.3;017.78228439;-47.56201801;
H;5546;01 11 08.42;-25 23 08.3;017.78507135;-25.38562626;
H;5547;01 11 09.44;-32 14 51.7;017.78932513;-32.24769705;
H;5548;01 11 09.55;-41 21 56.6;017.78978505;-41.36571720;
H;5550;01 11 10.29;+37 43 26.9;017.79287081;+37.72413814;
H;5549;01 11 10.39;-82 32 54.0;017.79328601;-82.54833799;
H;5551;01 11 10.58;+46 11 02.1;017.79409811;+46.18391354;
H;5552;01 11 12.79;-01 16 27.5;017.80330589;-01.27429223;
H;5553;01 11 14.56;+41 13 17.3;017.81066005;+41.22146549;
H;5554;01 11 14.92;+46 37 47.4;017.81216261;+46.62984555;
H;5555;01 11 15.16;-22 43 23.1;017.81318378;-22.72307491;
H;5556;01 11 15.69;+68 10 05.3;017.81536521;+68.16813526;
H;5557;01 11 16.25;+14 41 30.4;017.81770602;+14.69178328;
H;5558;01 11 16.89;-68 02 54.7;017.82039522;-68.04854122;
H;5559;01 11 17.29;-13 30 11.8;017.82204800;-13.50328311;
H;5560;01 11 17.77;-17 53 00.8;017.82403063;-17.88354936;
H;5561;01 11 18.73;-59 12 00.3;017.82803266;-59.20009120;
H;5562;01 11 19.02;+07 49 40.4;017.82925988;+07.82789916;
H;5563;01 11 20.53;+21 42 19.2;017.83554201;+21.70534566;
H;5564;01 11 22.36;-43 26 48.6;017.84317175;-43.44681962;
H;5565;01 11 23.10;-70 20 49.6;017.84623108;-70.34711200;
H;5566;01 11 25.52;+64 12 09.8;017.85631897;+64.20272388;
H;5568;01 11 25.60;-29 06 29.0;017.85667160;-29.10804481;
H;5567;01 11 25.64;-19 34 58.0;017.85682522;-19.58277426;
H;5569;01 11 25.93;+57 35 48.4;017.85805884;+57.59679104;
H;5570;01 11 27.00;+27 08 30.3;017.86247959;+27.14175881;
H;5571;01 11 27.19;+21 02 04.8;017.86330901;+21.03467568;
H;5572;01 11 27.84;+03 22 39.0;017.86600522;+03.37750415;
H;5573;01 11 27.91;+04 25 45.7;017.86627320;+04.42936698;
H;5574;01 11 28.36;-43 43 38.9;017.86817810;-43.72746477;
H;5575;01 11 28.97;+10 17 30.9;017.87069076;+10.29192297;
H;5576;01 11 29.09;+56 05 59.8;017.87119446;+56.09995360;
H;5577;01 11 29.23;-22 43 44.5;017.87178393;-22.72901517;
H;5578;01 11 32.10;-12 50 34.5;017.88374424;-12.84291544;
H;5579;01 11 34.02;+32 31 19.0;017.89174195;+32.52195180;
H;5580;01 11 34.09;-30 34 01.1;017.89204812;-30.56697030;
H;5581;01 11 34.97;-05 20 24.7;017.89570990;-05.34018353;
H;5582;01 11 35.27;+56 48 07.7;017.89694258;+56.80214506;
H;5583;01 11 35.47;-45 27 54.8;017.89778714;-45.46521891;
H;5584;01 11 38.06;+35 06 38.0;017.90858087;+35.11056917;
H;5585;01 11 38.63;+22 20 08.2;017.91095104;+22.33562180;
H;5586;01 11 39.59;+30 05 23.0;017.91494471;+30.08972962;
H;5587;01 11 39.74;+49 37 26.0;017.91559323;+49.62389361;
H;5588;01 11 40.20;+22 43 19.7;017.91749533;+22.72214154;
H;5589;01 11 41.37;+65 01 08.0;017.92237013;+65.01888517;
H;5590;01 11 41.86;-07 55 45.4;017.92441645;-07.92926747;
H;5591;01 11 42.41;-19 39 37.4;017.92671617;-19.66040198;
H;5592;01 11 43.34;+83 27 25.1;017.93056745;+83.45698367;
H;5593;01 11 43.45;+08 34 48.1;017.93105456;+08.58001774;
H;5594;01 11 43.54;-02 15 03.7;017.93142731;-02.25102487;
H;5595;01 11 44.46;+36 24 33.1;017.93524364;+36.40919377;
H;5596;01 11 45.68;+13 52 36.2;017.94034616;+13.87672050;
H;5597;01 11 45.86;-45 54 38.6;017.94109657;-45.91072489;
H;5598;01 11 46.25;-80 06 44.1;017.94269560;-80.11225569;
H;5599;01 11 46.87;+45 10 18.7;017.94528223;+45.17186912;
H;5600;01 11 49.70;-34 47 49.1;017.95707024;-34.79698490;
H;5601;01 11 50.88;-21 54 11.7;017.96198984;-21.90323717;
H;5602;01 11 51.04;+58 40 08.0;017.96265115;+58.66890103;
H;5603;01 11 51.13;-00 26 43.0;017.96302440;-00.44528049;
H;5604;01 11 52.32;+47 47 53.9;017.96800752;+47.79831139;
H;5605;01 11 52.76;-50 35 23.7;017.96984320;-50.58991987;
H;5606;01 11 54.13;+42 13 35.3;017.97556240;+42.22648010;
H;5607;01 11 54.32;-14 33 16.4;017.97635113;-14.55456309;
H;5608;01 11 55.19;-28 38 24.2;017.97993818;-28.64005096;
H;5609;01 11 55.34;+58 15 04.0;017.98056927;+58.25111894;
H;5610;01 11 56.84;-24 15 19.3;017.98684708;-24.25536764;
H;5611;01 11 58.38;-46 25 40.7;017.99326209;-46.42798168;
H;5612;01 11 58.84;-17 48 50.7;017.99518410;-17.81407356;
H;5613;01 12 00.00;-39 09 41.9;017.99998194;-39.16165201;
H;5614;01 12 02.54;-15 41 27.0;018.01058006;-15.69082160;
H;5615;01 12 03.61;+75 28 08.0;018.01503235;+75.46889855;
H;5616;01 12 05.16;-13 37 35.3;018.02148546;-13.62646029;
H;5617;01 12 06.29;-51 45 14.1;018.02621600;-51.75390745;
H;5618;01 12 07.80;-23 25 53.3;018.03249408;-23.43147536;
H;5619;01 12 08.87;-41 31 20.7;018.03693890;-41.52243010;
H;5621;01 12 08.95;-44 29 49.3;018.03728499;-44.49703157;
H;5620;01 12 08.98;-04 29 31.6;018.03740356;-04.49211769;
H;5622;01 12 09.28;-54 05 42.0;018.03865098;-54.09499403;
H;5623;01 12 10.37;-73 54 25.7;018.04322839;-73.90714356;
H;5624;01 12 14.04;-47 06 07.0;018.05848601;-47.10194481;
H;5625;01 12 15.82;-10 56 24.7;018.06593358;-10.94018538;
H;5626;01 12 16.51;+79 40 26.3;018.06878934;+79.67397492;
H;5627;01 12 16.74;+28 54 36.7;018.06975327;+28.91020557;
H;5628;01 12 17.03;+40 54 40.0;018.07095454;+40.91111958;
H;5629;01 12 17.17;+04 25 42.7;018.07156156;+04.42854084;
H;5630;01 12 18.97;+51 31 30.2;018.07902731;+51.52504589;
H;5631;01 12 19.20;+12 16 55.0;018.08000516;+12.28194637;
H;5632;01 12 20.05;-38 14 51.5;018.08352649;-38.24763766;
H;5633;01 12 20.63;-49 16 36.2;018.08596773;-49.27672509;
H;5634;01 12 21.65;+08 32 11.4;018.09020950;+08.53648831;
H;5635;01 12 21.73;-57 21 44.6;018.09052768;-57.36240226;
H;5636;01 12 23.29;-30 48 07.1;018.09703339;-30.80196356;
H;5637;01 12 24.62;+41 18 31.1;018.10257856;+41.30863750;
H;5638;01 12 27.02;+13 02 21.1;018.11260214;+13.03919163;
H;5639;01 12 28.58;-22 32 34.0;018.11906542;-22.54276805;
H;5640;01 12 28.62;+23 15 20.6;018.11926204;+23.25571117;
H;5641;01 12 28.66;-51 39 47.6;018.11942675;-51.66323022;
H;5642;01 12 28.95;-60 53 24.5;018.12063822;-60.89013565;
H;5644;01 12 29.82;-09 13 25.3;018.12423811;-09.22368841;
H;5643;01 12 29.90;-17 00 01.9;018.12459256;-17.00053959;
H;5645;01 12 30.41;+32 12 39.7;018.12668996;+32.21103847;
H;5646;01 12 30.75;+02 28 18.6;018.12811650;+02.47183263;
H;5647;01 12 31.44;+00 58 53.9;018.13099835;+00.98162503;
H;5648;01 12 31.89;+64 37 20.7;018.13288520;+64.62241105;
H;5649;01 12 32.77;+61 53 08.2;018.13655709;+61.88561450;
H;5650;01 12 34.06;+45 20 14.9;018.14192241;+45.33747997;
H;5651;01 12 34.31;-20 27 30.8;018.14294348;-20.45855126;
H;5652;01 12 37.05;+35 10 50.6;018.15439456;+35.18071300;
H;5653;01 12 38.03;+60 18 46.7;018.15845797;+60.31297387;
H;5654;01 12 38.81;-87 51 52.7;018.16169040;-87.86462696;
H;5655;01 12 39.05;+06 35 36.8;018.16272822;+06.59354306;
H;5656;01 12 39.21;-49 46 06.5;018.16338210;-49.76845971;
H;5657;01 12 40.43;+66 09 48.1;018.16845974;+66.16335805;
H;5658;01 12 41.17;+61 12 48.1;018.17153202;+61.21336084;
H;5659;01 12 41.28;+65 00 33.0;018.17199607;+65.00916137;
H;5660;01 12 43.22;+36 16 07.6;018.18009885;+36.26876803;
H;5661;01 12 45.37;-37 51 23.1;018.18902960;-37.85640391;
H;5662;01 12 45.70;+10 34 56.1;018.19040336;+10.58225113;
H;5663;01 12 46.05;-25 14 08.3;018.19186846;-25.23562704;
H;5664;01 12 46.08;+11 59 30.7;018.19198567;+11.99185703;
H;5665;01 12 46.71;-35 12 19.9;018.19462479;-35.20552645;
H;5666;01 12 47.74;-06 47 00.0;018.19889658;-06.78333777;
H;5667;01 12 48.00;+20 30 05.3;018.20001535;+20.50148483;
H;5668;01 12 51.30;+53 33 50.5;018.21374573;+53.56403039;
H;5669;01 12 51.55;+32 04 24.5;018.21477524;+32.07348104;
H;5670;01 12 51.66;+55 56 19.5;018.21526879;+55.93875404;
H;5671;01 12 52.98;+32 04 31.7;018.22075670;+32.07546528;
H;5672;01 12 53.15;-48 50 35.3;018.22144531;-48.84312896;
H;5673;01 12 53.68;+22 50 18.4;018.22368102;+22.83844015;
H;5674;01 12 53.87;+51 36 09.0;018.22443868;+51.60251016;
H;5675;01 12 55.05;-35 44 45.2;018.22936164;-35.74589376;
